"Quantity","base.from","sector.from","base.to","sector.to"
5783063.31915615,1,1,1,1
228680.482954566,1,2,1,1
5945.19419705312,1,3,1,1
47621.3417813401,1,4,1,1
3702.87966810605,1,5,1,1
6492.29386872582,1,6,1,1
70757.15870015,1,7,1,1
26295.6919698174,1,8,1,1
12552.4565471269,1,9,1,1
96104.9285536425,1,10,1,1
173264.004215225,2,1,1,1
29337.0788241497,2,2,1,1
614.597623526072,2,3,1,1
1490.32258317014,2,4,1,1
2423.83088097309,2,5,1,1
1938.46523954757,2,6,1,1
1623.68106066151,2,7,1,1
4922.78213760237,2,8,1,1
27.6415589378002,2,9,1,1
615.01100359883,2,10,1,1
738.92884108322,3,1,1,1
231.445841980009,3,2,1,1
0.510412266579771,3,3,1,1
22.6533486969649,3,4,1,1
4.22189461945856,3,5,1,1
1.93126950019141,3,6,1,1
47.1797974166373,3,7,1,1
74.522356631682,3,8,1,1
0.202132296287286,3,9,1,1
9.16915185385744,3,10,1,1
286.870783540026,4,1,1,1
307.978428560724,4,2,1,1
2.0499474986582,4,3,1,1
141.662471249595,4,4,1,1
10.4200442765923,4,5,1,1
12.9210055108215,4,6,1,1
39.9636725385537,4,7,1,1
11.2259011010295,4,8,1,1
0.540952585863247,4,9,1,1
7.9795588941328,4,10,1,1
79610.1417033298,5,1,1,1
30916.7037983657,5,2,1,1
249.821888114592,5,3,1,1
5229.76119762456,5,4,1,1
973.937500044958,5,5,1,1
786.478354696911,5,6,1,1
7708.4013851263,5,7,1,1
9168.70389659768,5,8,1,1
50.5826523683359,5,9,1,1
1523.49106918326,5,10,1,1
2391462.34137175,1,1,1,2
12092274.7974151,1,2,1,2
16356.7541390573,1,3,1,2
338023.476017438,1,4,1,2
31384.1518816204,1,5,1,2
69239.1293047134,1,6,1,2
562348.226925404,1,7,1,2
54775.9828677776,1,8,1,2
21177.4812084655,1,9,1,2
226662.39343293,1,10,1,2
558356.214617213,2,1,1,2
402749.745656111,2,2,1,2
3306.1792827873,2,3,1,2
14181.9431804057,2,4,1,2
26658.4880707742,2,5,1,2
17576.2397130134,2,6,1,2
12643.5972062896,2,7,1,2
25607.018069144,2,8,1,2
188.4621645333,2,9,1,2
2103.10079306837,2,10,1,2
2607.59063255995,3,1,1,2
3881.4289532498,3,2,1,2
2.02528559800137,3,3,1,2
217.410806033574,3,4,1,2
50.1237026570362,3,5,1,2
15.6992831110499,3,6,1,2
421.176656185208,3,7,1,2
256.915889199125,3,8,1,2
1.4408967712882,3,9,1,2
40.5963180451434,3,10,1,2
1100.15493846422,4,1,1,2
4780.91291987557,4,2,1,2
10.4713510898044,4,3,1,2
1438.21762582263,4,4,1,2
129.737561241917,4,5,1,2
145.21363535604,4,6,1,2
389.103797256092,4,7,1,2
36.6586130652141,4,8,1,2
4.10325245067175,4,9,1,2
33.6252701013079,4,10,1,2
266503.655107366,5,1,1,2
479276.139806676,5,2,1,2
1262.56679973132,5,3,1,2
48258.1234809246,5,4,1,2
10913.8806673474,5,5,1,2
7948.84788784972,5,6,1,2
67900.4593426823,5,7,1,2
29820.6038742474,5,8,1,2
374.820335570877,5,9,1,2
6281.04389926806,5,10,1,2
70720.811484404,1,1,1,3
34666.9034722763,1,2,1,3
1036570.62505201,1,3,1,3
48387.9794644827,1,4,1,3
22973.1058935889,1,5,1,3
4568.51716433933,1,6,1,3
4404.63242827045,1,7,1,3
16194.8678870316,1,8,1,3
835.746383925368,1,9,1,3
23639.1033747687,1,10,1,3
57939.5357216701,2,1,1,3
13906.122742583,2,2,1,3
42492.9643797871,2,3,1,3
2720.89285296796,2,4,1,3
25104.62967665,2,5,1,3
3841.3543694867,2,6,1,3
734.849308430383,2,7,1,3
8809.07519525812,2,8,1,3
48.0385196544135,2,9,1,3
411.197074916918,2,10,1,3
142.179484379358,3,1,1,3
59.6972438092502,3,2,1,3
43.5802163881728,3,3,1,3
27.7242190270446,3,4,1,3
42.2259473151274,3,5,1,3
1.60733922651882,3,6,1,3
6.92995881594524,3,7,1,3
120.739415714431,3,8,1,3
0.220380267612649,3,9,1,3
5.01076869134954,3,10,1,3
70.0598432495425,4,1,1,3
155.139754056356,4,2,1,3
135.663544310342,4,3,1,3
205.811118916604,4,4,1,3
90.655501433706,4,5,1,3
11.2884151300324,4,6,1,3
13.1896975032168,4,7,1,3
6.84043397331611,4,8,1,3
1.09076988775855,4,9,1,3
5.13095768911245,4,10,1,3
22932.3377480181,5,1,1,3
17345.4023683443,5,2,1,3
18411.0057235878,5,3,1,3
7148.00619218997,5,4,1,3
9050.71483391982,5,5,1,3
930.907310077949,5,6,1,3
1399.0427246389,5,7,1,3
7931.93853227096,5,8,1,3
94.3751523925915,5,9,1,3
998.513613019327,5,10,1,3
324961.088583767,1,1,1,4
165134.86733011,1,2,1,4
7197.6861124153,1,3,1,4
1322491.30489136,1,4,1,4
21103.9182683187,1,5,1,4
21742.547169845,1,6,1,4
49403.0549985293,1,7,1,4
55765.1775134966,1,8,1,4
1961.50492340133,1,9,1,4
72961.5424962173,1,10,1,4
96449.2858464364,2,1,1,4
32570.2270455702,2,2,1,4
1852.29787394426,2,3,1,4
7822.96773406293,2,4,1,4
11606.8382946502,2,5,1,4
4113.77103434174,2,6,1,4
1679.58438032416,2,7,1,4
9685.65661683348,2,8,1,4
40.1236362311147,2,9,1,4
594.815213265443,2,10,1,4
374.103486322962,3,1,1,4
228.208239889154,3,2,1,4
1.51636981098252,3,3,1,4
118.749496186251,3,4,1,4
19.5709104402886,3,5,1,4
3.27600988084181,3,6,1,4
45.4933767450617,3,7,1,4
182.092152009588,3,8,1,4
0.26435285972197,3,9,1,4
11.2513472543124,3,10,1,4
162.449637775226,4,1,1,4
308.230884390231,4,2,1,4
5.68197023557247,4,3,1,4
929.008586569511,4,4,1,4
49.6325241540882,4,5,1,4
22.3352884827046,4,6,1,4
41.7891864732779,4,7,1,4
23.8884649366168,4,8,1,4
0.99550918620965,4,9,1,4
10.9875615916446,4,10,1,4
40677.7018845324,5,1,1,4
33031.8275820434,5,2,1,4
740.966200388847,5,3,1,4
28614.3563139893,5,4,1,4
4233.34502827538,5,5,1,4
1426.97964886341,5,6,1,4
7390.6511783959,5,7,1,4
20554.3160969252,5,8,1,4
79.3252656003215,5,9,1,4
1724.13624998146,5,10,1,4
152592.913339,1,1,1,5
86314.4478262228,1,2,1,5
36505.8933937747,1,3,1,5
87081.3768462545,1,4,1,5
876355.478167933,1,5,1,5
23185.4311642616,1,6,1,5
25827.961500523,1,7,1,5
17020.7065864369,1,8,1,5
1229.79752049923,1,9,1,5
56016.6844024225,1,10,1,5
150345.268304021,2,1,1,5
35719.4584077592,2,2,1,5
6302.24597236328,2,3,1,5
7150.74241012661,2,4,1,5
123323.989161589,2,5,1,5
14754.0595369613,2,6,1,5
1951.79880103709,2,7,1,5
12429.723954526,2,8,1,5
97.8835535474666,2,9,1,5
951.689666183928,2,10,1,5
370.374198446454,3,1,1,5
164.332375139156,3,2,1,5
3.45809480210078,3,3,1,5
86.2042517892771,3,4,1,5
161.936347083141,3,5,1,5
7.90426702951168,3,6,1,5
22.8811825757211,3,7,1,5
90.9548518466851,3,8,1,5
0.49846559607766,3,9,1,5
13.4786464493519,3,10,1,5
152.599357053156,4,1,1,5
258.050322965657,4,2,1,5
12.5129987005571,4,3,1,5
390.459447991292,4,4,1,5
410.482725970985,4,5,1,5
51.069267592273,4,6,1,5
32.7528988954319,4,7,1,5
10.4778640857769,4,8,1,5
1.98462217501732,4,9,1,5
11.789280676425,4,10,1,5
38785.1117366561,5,1,1,5
27447.9999650861,5,2,1,5
1862.91615251676,5,3,1,5
19577.6045079378,5,4,1,5
38348.1189840975,5,5,1,5
3418.26567358313,5,6,1,5
4173.92740043552,5,7,1,5
8941.42043802396,5,8,1,5
227.577549476571,5,9,1,5
2628.60874986563,5,10,1,5
243127.812163675,1,1,1,6
162410.464486656,1,2,1,6
7135.85860289785,1,3,1,6
71265.8985369167,1,4,1,6
22929.6208357397,1,5,1,6
881524.685672787,1,6,1,6
19588.1033161255,1,7,1,6
48678.587307136,1,8,1,6
5599.96371636094,1,9,1,6
56731.6320696401,1,10,1,6
75140.593173912,2,1,1,6
28990.1776183655,2,2,1,6
1238.70802179416,2,3,1,6
2673.77834563944,2,4,1,6
12422.7068590839,2,5,1,6
17448.2047291759,2,6,1,6
1108.20708560107,2,7,1,6
9802.83783470774,2,8,1,6
31.3103680682763,2,9,1,6
492.538174308144,2,10,1,6
284.398811585525,3,1,1,6
217.252064760788,3,2,1,6
0.842978048153507,3,3,1,6
40.1522530461405,3,4,1,6
22.0930701755389,3,5,1,6
17.4077980157584,3,6,1,6
24.1314856361938,3,7,1,6
160.935342120372,3,8,1,6
0.250007441520761,3,9,1,6
7.06872067158273,3,10,1,6
141.901696478557,4,1,1,6
299.353287527485,4,2,1,6
3.46668678796174,4,3,1,6
263.165490185391,4,4,1,6
56.9411572717027,4,5,1,6
139.906557313814,4,6,1,6
26.3379803864306,4,7,1,6
25.1577387554863,4,8,1,6
0.985580036450066,4,9,1,6
8.87983857028251,4,10,1,6
33851.0136268305,5,1,1,6
31303.8201205883,5,2,1,6
428.281095286323,5,3,1,6
9199.15084369939,5,4,1,6
4750.81407766002,5,5,1,6
9349.74848232782,5,6,1,6
4106.46678036963,5,7,1,6
20783.7554328418,5,8,1,6
85.3210976430394,5,9,1,6
1335.08192798433,5,10,1,6
2016430.15961351,1,1,1,7
1096968.38478702,1,2,1,7
7492.09202702545,1,3,1,7
279938.664021245,1,4,1,7
22827.7941247298,1,5,1,7
25730.7774624594,1,6,1,7
17949208.3336705,1,7,1,7
221878.594815971,1,8,1,7
28505.9339980449,1,9,1,7
177288.566223719,1,10,1,7
626694.568441906,2,1,1,7
293413.367503734,2,2,1,7
2608.11020778948,2,3,1,7
16035.3765986629,2,4,1,7
22110.7586442842,2,5,1,7
21718.9140542907,2,6,1,7
83593.4813517632,2,7,1,7
47071.9838480277,2,8,1,7
213.300352175583,2,9,1,7
2084.14240477796,2,10,1,7
4074.11511406706,3,1,1,7
2580.60431354116,3,2,1,7
1.29066874018125,3,3,1,7
324.457016531935,3,4,1,7
41.102729370645,3,5,1,7
19.9474740466788,3,6,1,7
5019.55115143905,3,7,1,7
712.586278841335,3,8,1,7
2.48138818133918,3,9,1,7
167.475672336122,3,10,1,7
1268.53153154416,4,1,1,7
3117.50844832079,4,2,1,7
9.69800489872899,4,3,1,7
1777.14287451233,4,4,1,7
87.2580678429464,4,5,1,7
103.346492979394,4,6,1,7
3649.94672468482,4,7,1,7
97.9574811397059,4,8,1,7
7.88673910290541,4,9,1,7
37.6109580380136,4,10,1,7
330164.346832317,5,1,1,7
333396.758700106,5,2,1,7
959.883066275054,5,3,1,7
58719.9806386208,5,4,1,7
9639.36513959238,5,5,1,7
6302.24641657446,5,6,1,7
766834.730329425,5,7,1,7
88907.0636602664,5,8,1,7
868.827776217309,5,9,1,7
7344.69100790552,5,10,1,7
321236.305268145,1,1,1,8
125503.511469736,1,2,1,8
4162.15878821936,1,3,1,8
42719.1766973149,1,4,1,8
11977.0425663349,1,5,1,8
33296.8128834478,1,6,1,8
56980.6211501221,1,7,1,8
3708417.14960739,1,8,1,8
8588.53358976363,1,9,1,8
42321.9585452238,1,10,1,8
105853.696245581,2,1,1,8
53865.0838042124,2,2,1,8
1216.4671218988,2,3,1,8
2606.94561958856,2,4,1,8
7867.84143494985,2,5,1,8
9404.94687107416,2,6,1,8
4598.44693704204,2,7,1,8
210724.192751263,2,8,1,8
44.1059104847672,2,9,1,8
548.649643928387,2,10,1,8
539.047594612546,3,1,1,8
373.779892691712,3,2,1,8
0.652937395371614,3,3,1,8
40.0944154180845,3,4,1,8
12.7369538125343,3,5,1,8
11.89070416164,3,6,1,8
79.9551830175176,3,7,1,8
4664.0871015427,3,8,1,8
0.392095155255368,3,9,1,8
18.6171161808719,3,10,1,8
419.633867760726,4,1,1,8
524.170392874829,4,2,1,8
4.85238178367017,4,3,1,8
255.666511229151,4,4,1,8
31.8943850480773,4,5,1,8
88.7305203056686,4,6,1,8
106.960954414369,4,7,1,8
731.833402419779,4,8,1,8
2.64044839367704,4,9,1,8
23.5561474124538,4,10,1,8
71187.3704308671,5,1,1,8
55007.1825059403,5,2,1,8
396.028287067728,5,3,1,8
8972.74254675131,5,4,1,8
3547.78690428886,5,5,1,8
4793.43874979942,5,6,1,8
18613.6153171352,5,7,1,8
594781.325635415,5,8,1,8
188.689490234274,5,9,1,8
2562.24698039498,5,10,1,8
479479.332029589,1,1,1,9
131299.617987545,1,2,1,9
2686.62938623891,1,3,1,9
22479.925369218,1,4,1,9
6021.98359394438,1,5,1,9
6050.52763345066,1,6,1,9
45389.3323789133,1,7,1,9
52793.2960824029,1,8,1,9
1587729.51323146,1,9,1,9
107087.692615781,1,10,1,9
115229.176740715,2,1,1,9
32039.8802381475,2,2,1,9
389.567493619262,2,3,1,9
1122.51676221211,2,4,1,9
3122.28134432248,2,5,1,9
1949.46141344469,2,6,1,9
1465.00871610378,2,7,1,9
10689.303652013,2,8,1,9
65.9276766990729,2,9,1,9
840.716750747509,2,10,1,9
441.918389027521,3,1,1,9
250.048062196689,3,2,1,9
0.241287950836998,3,3,1,9
17.330233454076,3,4,1,9
5.05071323029837,3,5,1,9
2.12528982720642,3,6,1,9
41.392221907298,3,7,1,9
204.267614298956,3,8,1,9
1.64754310895555,3,9,1,9
10.9059059769789,3,10,1,9
200.287750294632,4,1,1,9
323.510589782024,4,2,1,9
1.21909146410252,4,3,1,9
95.6017969661016,4,4,1,9
13.8975354853526,4,5,1,9
12.3728695227135,4,6,1,9
37.2995198871789,4,7,1,9
27.3886925767527,4,8,1,9
1.14882058487914,4,9,1,9
9.55393754704582,4,10,1,9
51620.2875437419,5,1,1,9
34115.9482802832,5,2,1,9
140.339188446167,5,3,1,9
3831.09763048038,5,4,1,9
1180.50255014677,5,5,1,9
759.080751189328,5,6,1,9
6909.10964215812,5,7,1,9
24991.5721340443,5,8,1,9
161.842579208484,5,9,1,9
1864.4412658743,5,10,1,9
3699819.99582123,1,1,1,10
591702.919393028,1,2,1,10
15631.8142268632,1,3,1,10
608089.944306651,1,4,1,10
36533.316983694,1,5,1,10
32693.0564040575,1,6,1,10
79408.4011903793,1,7,1,10
31195.4190484323,1,8,1,10
65368.5329518397,1,9,1,10
79309747.9216774,1,10,1,10
808387.628227725,2,1,1,10
190222.119627495,2,2,1,10
3667.9973375509,2,3,1,10
24184.3812438577,2,4,1,10
27239.3237264679,2,5,1,10
11351.697598358,2,6,1,10
6524.79836929441,2,7,1,10
22840.2938324998,2,8,1,10
255.07890912586,2,9,1,10
100270.700412387,2,10,1,10
3452.93945992349,3,1,1,10
1290.5008106452,3,2,1,10
2.54272450210121,3,3,1,10
364.212653366207,3,4,1,10
35.4305262254084,3,5,1,10
10.7731763790105,3,6,1,10
103.862272734606,3,7,1,10
337.67154031151,3,8,1,10
5.21241210571411,3,9,1,10
1175.54769195887,3,10,1,10
1821.16317032728,4,1,1,10
2191.13846800512,4,2,1,10
12.0852008802556,4,3,1,10
2729.26984463011,4,4,1,10
112.648019277126,4,5,1,10
78.7908309702777,4,6,1,10
133.132967875276,4,7,1,10
30.0659749515924,4,8,1,10
7.72192382756368,4,9,1,10
1094.44446891633,4,10,1,10
412767.013638799,5,1,1,10
209194.092498995,5,2,1,10
1449.80307245552,5,3,1,10
92136.3591281003,5,4,1,10
10671.4121339368,5,5,1,10
4900.55917070846,5,6,1,10
19914.1931841451,5,7,1,10
29946.8832243206,5,8,1,10
1345.39584107653,5,9,1,10
203023.709954285,5,10,1,10
3785.3527086173,1,1,2,1
3084.03080604971,1,2,2,1
9.83331124623595,1,3,2,1
281.19028342204,1,4,2,1
22.7485325178032,1,5,2,1
42.086628626537,1,6,2,1
619.032085695609,1,7,2,1
478.003205443082,1,8,2,1
47.5284083397319,1,9,2,1
96.7324578441341,1,10,2,1
12968986.1567235,2,1,2,1
168250.725356672,2,2,2,1
831.99034761867,2,3,2,1
3359.10567135869,2,4,2,1
586.401941166146,2,5,2,1
2787.00697910885,2,6,2,1
25309.5862928082,2,7,2,1
54457.6481565819,2,8,2,1
1051.50369340913,2,9,2,1
1840.18614974175,2,10,2,1
58.7662403282317,3,1,2,1
33.00193701478,3,2,2,1
0.0191070450889559,3,3,2,1
1.25473896171512,3,4,2,1
0.354418478328127,3,5,2,1
0.169465325178198,3,6,2,1
2.97337172891063,3,7,2,1
26.3526414597864,3,8,2,1
0.285298453903991,3,9,2,1
0.234270515653067,3,10,2,1
171.998313957452,4,1,2,1
162.556780855243,4,2,2,1
0.219449428153537,4,3,2,1
17.8253596266287,4,4,2,1
0.623201844849299,4,5,2,1
1.35304851793288,4,6,2,1
14.0033037843676,4,7,2,1
1.20765909092909,4,8,2,1
1.49593614147801,4,9,2,1
0.571614402335792,4,10,2,1
13496.3679774964,5,1,2,1
9579.15081916523,5,2,2,1
52.4628865458765,5,3,2,1
710.964610649524,5,4,2,1
113.918456549463,5,5,2,1
190.338038272289,5,6,2,1
1462.04918327255,5,7,2,1
1394.55350050106,5,8,2,1
146.013413047469,5,9,2,1
87.0132447983206,5,10,2,1
37861.2753978159,1,1,2,2
118223.419496409,1,2,2,2
341.794617341318,1,3,2,2
12253.6578712468,1,4,2,2
1351.31819635975,1,5,2,2
1809.75575859508,1,6,2,2
11854.3732417359,1,7,2,2
9062.16351422206,1,8,2,2
547.404942836703,1,9,2,2
2531.6206083938,1,10,2,2
6828301.29950517,2,1,2,2
41097073.253716,2,2,2,2
38892.8907797429,2,3,2,2
166765.1269302,2,4,2,2
54227.9833609954,2,5,2,2
128709.57846533,2,6,2,2
414725.377019474,2,7,2,2
1008895.89111026,2,8,2,2
9166.76161616488,2,9,2,2
36338.0216169143,2,10,2,2
628.119469478916,3,1,2,2
1252.20802795478,3,2,2,2
0.883656302300956,3,3,2,2
52.9639509033985,3,4,2,2
22.6172421620076,3,5,2,2
7.57777211986289,3,6,2,2
61.2091947991829,3,7,2,2
494.779732110146,3,8,2,2
3.29495768489684,3,9,2,2
6.42857325742566,3,10,2,2
1199.47808278033,4,1,2,2
6314.24280290594,4,2,2,2
8.4464973375119,4,3,2,2
810.994131676911,4,4,2,2
40.6721929166457,4,5,2,2
62.3108626542576,4,6,2,2
261.641089182443,4,7,2,2
23.9280725056846,4,8,2,2
16.7803000800497,4,9,2,2
15.4670438216829,4,10,2,2
109599.43448961,5,1,2,2
370231.286876296,5,2,2,2
2533.50449305585,5,3,2,2
33379.1257098407,5,4,2,2
8226.79797646926,5,5,2,2
9106.23950178673,5,6,2,2
26376.266574094,5,7,2,2
26492.7712108478,5,8,2,2
1616.97102360713,5,9,2,2
2464.95214672646,5,10,2,2
7183.36287295307,1,1,2,3
4261.21225921959,1,2,2,3
6659.82761034305,1,3,2,3
4291.48462087179,1,4,2,3
5914.17562510793,1,5,2,3
1524.95287397309,1,6,2,3
930.176328978944,1,7,2,3
3489.25244529214,1,8,2,3
124.056650718748,1,9,2,3
782.133883734683,1,10,2,3
1849682.63336075,2,1,2,3
254189.929000739,2,2,2,3
4076176.50306026,2,3,2,3
45027.4546376138,2,4,2,3
323625.406286197,2,5,2,3
107505.740551357,2,6,2,3
19731.0073083685,2,7,2,3
380240.478644227,2,8,2,3
2339.63324041065,2,9,2,3
10397.1735070576,2,10,2,3
247.379568676132,3,1,2,3
84.2320524821666,3,2,2,3
17.9725883915594,3,3,2,3
46.0810295826603,3,4,2,3
120.280988358829,3,5,2,3
7.31765583556012,3,6,2,3
10.2627258258657,3,7,2,3
196.125777936578,3,8,2,3
1.18894809817564,3,9,2,3
6.17190207415716,3,10,2,3
271.141784837605,4,1,2,3
232.050008415674,4,2,2,3
135.406621746867,4,3,2,3
296.76124707241,4,4,2,3
194.420320428627,4,5,2,3
56.8222108276147,4,6,2,3
40.9373786287409,4,7,2,3
10.5762358877541,4,8,2,3
6.52636186447935,4,9,2,3
5.9546346591671,4,10,2,3
42434.0304359872,5,1,2,3
15953.702030401,5,2,2,3
70113.6710097855,5,3,2,3
15752.0142024959,5,4,2,3
43879.3106327788,5,5,2,3
8635.19253438714,5,6,2,3
3274.2103878329,5,7,2,3
10672.5168948711,5,8,2,3
624.249454670151,5,9,2,3
2327.82434583964,5,10,2,3
10591.16349831,1,1,2,4
10640.8782857589,1,2,2,4
221.936420888292,1,3,2,4
11129.0358114249,1,4,2,4
1372.58866734809,1,5,2,4
866.804702574118,1,6,2,4
1658.18016384878,1,7,2,4
1116.95851845648,1,8,2,4
124.18941536515,1,9,2,4
762.015777624335,1,10,2,4
3042186.07454702,2,1,2,4
828458.026992963,2,2,2,4
33672.5738045517,2,3,2,4
1283060.99758866,2,4,2,4
72479.5485415078,2,5,2,4
71316.8950014411,2,6,2,4
51497.6960390067,2,7,2,4
92349.6929996687,2,8,2,4
3020.88992315613,2,9,2,4
11479.3076440094,2,10,2,4
190.884004656622,3,1,2,4
126.1326471038,3,2,2,4
0.656275229311998,3,3,2,4
38.6957343652705,3,4,2,4
24.5428521259281,3,5,2,4
3.62451805843232,3,6,2,4
9.98128388738683,3,7,2,4
54.4127987796553,3,8,2,4
0.825571229173657,3,9,2,4
2.40898909618223,3,10,2,4
387.031802780951,4,1,2,4
547.442379767149,4,2,2,4
5.16161927660954,4,3,2,4
772.182253455056,4,4,2,4
44.1744695063325,4,5,2,4
31.4828755904584,4,6,2,4
40.221617068637,4,7,2,4
3.29336458203621,4,8,2,4
4.34230974815398,4,9,2,4
5.32830719329557,4,10,2,4
38646.9874674977,5,1,2,4
34633.9591421419,5,2,2,4
1915.94771767444,5,3,2,4
34112.7663567845,5,4,2,4
9565.46703652372,5,5,2,4
4747.84217896121,5,6,2,4
3876.74005945353,5,7,2,4
3224.94027434277,5,8,2,4
412.781381504303,5,9,2,4
1104.27855676678,5,10,2,4
8350.75563447442,1,1,2,5
5154.69965847301,1,2,2,5
686.079617008427,1,3,2,5
5540.2281322845,1,4,2,5
10051.6441712049,1,5,2,5
2910.34828560435,1,6,2,5
1090.66069843542,1,7,2,5
1807.48587269222,1,8,2,5
94.3605588649926,1,9,2,5
978.450001592175,1,10,2,5
2103472.82864044,2,1,2,5
316226.742301252,2,2,2,5
73242.1603652373,2,3,2,5
56914.8102388528,2,4,2,5
2753626.29161798,2,5,2,5
178738.086326098,2,6,2,5
23455.8680375247,2,7,2,5
177023.185475638,2,8,2,5
1534.38211523398,2,9,2,5
10038.8214518689,2,10,2,5
308.694726438634,3,1,2,5
106.507543543623,3,2,2,5
2.46739018197168,3,3,2,5
62.3517806099401,3,4,2,5
177.320602055384,3,5,2,5
13.0493665079004,3,6,2,5
11.9987346618786,3,7,2,5
96.9351969044175,3,8,2,5
1.05572966035252,3,9,2,5
8.46588277824866,3,10,2,5
299.819181106906,4,1,2,5
269.77619105188,4,2,2,5
16.429033211402,4,3,2,5
383.593781031034,4,4,2,5
334.376037209092,4,5,2,5
108.32508342537,4,6,2,5
44.6665926067455,4,7,2,5
6.2431655347394,4,8,2,5
4.99500070659863,4,9,2,5
8.02471806055469,4,10,2,5
48922.0786960111,5,1,2,5
19692.9495068596,5,2,2,5
6387.97946714196,5,3,2,5
20720.7313030033,5,4,2,5
73487.3312398982,5,5,2,5
16641.122450482,5,6,2,5
3794.59063399893,5,7,2,5
5617.8826279581,5,8,2,5
563.332427350257,5,9,2,5
3220.92175694829,5,10,2,5
2710.15929516386,1,1,2,6
2304.72403070624,1,2,2,6
113.731912381845,1,3,2,6
1008.37162704099,1,4,2,6
639.946670453879,1,5,2,6
1790.74621381992,1,6,2,6
406.035558336025,1,7,2,6
483.384317006228,1,8,2,6
49.2950072191021,1,9,2,6
201.267075400028,1,10,2,6
805259.777673771,2,1,2,6
148925.512304174,2,2,2,6
15673.0705611842,2,3,2,6
11310.2899792292,2,4,2,6
33387.7148070752,2,5,2,6
3257998.00190812,2,6,2,6
12801.2870744786,2,7,2,6
47411.6475485996,2,8,2,6
823.909124161444,2,9,2,6
2325.64346896464,2,10,2,6
58.1834941100893,3,1,2,6
31.761185500016,3,2,2,6
0.371935661512295,3,3,2,6
7.18346414369679,3,4,2,6
12.6346600025353,3,5,2,6
7.11289351438048,3,6,2,6
2.77040819425081,3,7,2,6
25.4336307697879,3,8,2,6
0.348997776366385,3,9,2,6
0.81755013954029,3,10,2,6
104.307345711525,4,1,2,6
119.051806241088,4,2,2,6
2.74450639845507,4,3,2,6
69.7838102357692,4,4,2,6
20.7504538659374,4,5,2,6
68.9229959380989,4,6,2,6
11.6145695660732,4,7,2,6
1.49477357568285,4,8,2,6
1.79898533815662,4,9,2,6
2.0567737171879,4,10,2,6
12115.4193449326,5,1,2,6
7473.53434621557,5,2,2,6
1073.33530364662,5,3,2,6
3243.28714718268,5,4,2,6
4622.5228578684,5,5,2,6
10684.3599864636,5,6,2,6
1053.08606699982,5,7,2,6
1437.36897904478,5,8,2,6
176.019382880536,5,9,2,6
384.630420591292,5,10,2,6
24517.3968398861,1,1,2,7
39849.5720276531,1,2,2,7
128.000358908153,1,3,2,7
7130.05032067475,1,4,2,7
514.653692571174,1,5,2,7
674.083546498383,1,6,2,7
125756.909904549,1,7,2,7
2635.79862070791,1,8,2,7
472.252762140546,1,9,2,7
1739.57310781778,1,10,2,7
1853356.69856569,2,1,2,7
1848532.90038424,2,2,2,7
6397.21089950954,2,3,2,7
87080.4447370866,2,4,2,7
12569.4106082396,2,5,2,7
39266.0860528115,2,6,2,7
22746304.4089581,2,7,2,7
212534.549364712,2,8,2,7
6993.8356471358,2,9,2,7
16047.1666225242,2,10,2,7
428.796338485833,3,1,2,7
452.235927407613,3,2,2,7
0.273944118671746,3,3,2,7
35.4193762766745,3,4,2,7
9.1655197519244,3,5,2,7
3.0347835896634,3,6,2,7
542.179824453392,3,7,2,7
122.576415301539,3,8,2,7
2.478061482133,3,9,2,7
17.0989283535897,3,10,2,7
489.839023268688,4,1,2,7
1901.25348620757,4,2,2,7
3.24133949229662,4,3,2,7
407.325013134364,4,4,2,7
